Date,Proximity to Station,Station,Item Burnt,Comments,Fire Severity
4/25/2008,N,World Trade Center,DEBRIS,FOUND EVIDENCE OF A PAPER DEBRIS FIRE THAT WAS EXTINGUISGHED WITH CHEMICAL AT COL #891+25 ON A1 TRACK. NO TRACK DAMAGE. TRACK SAFE FOR SERVICE. NO SIGNAL EQUIPMENT INVOLVED.,1
4/26/2008,N,Fulton St (IRT Broadway),DEBRIS,"1532 ERT BUCKLEY #112739 (TK): DEBRIS FIRE EXT. BY TSS JARDIN WITH WATER BY SIGNAL # 0112 ON S/B TK. NO TK DAMAGE, TK SAFE FOR SERVICE. MOW NOTIFIED RTO.
1644 M/S PERSAUD (TRO/SO): SINCE NO THIRD RAIL EQUIPMENT INVOLVED, WILL NOT BE SENDING MTRS.",1
4/26/2008,S,42 St-Bryant Pk (BMT 6 Av),DEBRIS,1423 M/S HAUGLAND #373865 (TRO): PERSONNEL ASSISTED TSS JARDINE EXTINGUISHED A SMALL DEBRIS FIRE S/O THE STATION ON B3 IN THE AREA OF COL#B3-1048+00 NEAR SW#45. THERE WAS NO DAMAGE TO 3RD RAIL EQUIPMENT. 3RD RAIL EQUIPMENT IN THE AREA ARE SAFE FOR SERVICE,1
4/26/2008,S,125 St (IND St. Nicholas Av),DEBRIS,"1912 M/S WALLS (TK) #931680:UPON ARRIVAL FOUND A SMALL CLOTH FIRE EXTINGUISHED BY WATER AT COL.#1286+30 ON A4 TRACK. NO TRACK DAMAGE. THE TRACK SAFE FOR SERVICE. MOW NOTIFIED RTO.
1922 PDM LANE (TRO/NO) #500600: INSPECTED THE AREA AND FOUND NO EVIDENCE O",1
4/28/2008,N,181 St (IND Fort Wash. Av),DEBRIS,"0945 T/I LUNDY # 541030: AN OLD BONDARK CAN WAS AT COL # 63+65. IT WAS REMOVED BY THE TSS. TRACK IS SAFE FOR SERVICE.
0951 M/S ROSE# 762042 (TRO/NO) : SMALL FIRE, NO DAMAGE TO 3RD RAIL EQP. SAFE FOR SERVICE.",1
4/29/2008,S,175 St,BANK OF LIGHTS - INCANDESCENT,BANK OF LIGHTS EXTINGUISHED BY PERSONNEL.STATION LIGHTING MS1 UTSEY NOTIFIED.,1
4/29/2008,N,145 St (IRT Broadway),DEBRIS," INSPECTED TRACK #1 FROM THE SWITCH N/O THE STATION TO COL #135+50 WHERE EVIDENCE WAS FOUND OF A DRY CHEMICAL EXTINGUISHER THAT WAS USED TO EXTINGUISH A SMALL TRACK FIRE. NO TRACK DAMAGE, TRACK #1 IS SAFE FOR SERVICE.",1
4/30/2008,S,Marble Hill-225 St,TIE,2038 M/S WALLS (TK) 931680: OBSERVED A SLIGHTLY SCORCHED TIE ON TK-M 20' NORTH OF CL 136 WHICH WAS EXTINGUISHED WITH CHEMICAL. TRACK IS SAFE FOR SERVICE. MOW NOTIFIED RTO,1
5/2/2008,S,Euclid Av,DEBRIS,1100 T/INSP PYROS #722495: EXTINGUISHED A SMOLDERING DEBRIS FIRE ON A6 TRK BY COL# 417 +85 WITH WATER. THERE IS NO DAMAGE TO THE TRACKS AND IT WAS LEFT SAFE FOR SERVICE.,1
5/2/2008,I,Spring St (IRT Lafayette St),DEBRIS,2015 MIRANDO (TK) 612535: AS PER THE STATION AGENT F/D EXTINGUISHED DEBRIS FIRE AT MARKER 41+50 WITH WATER. TRACK IS UNDAMAGED AND SAFE FOR SERVICE. MOW UPDATED RTO.,1
5/2/2008,S,175 St,BANK OF LIGHTS - INCANDESCENT,BANK OF LIGHTS ON FIRE EXT BY FD BATT 13. BANK OF LITES WERE DISCONNECTED AND WIRE MADE SAFE. PER LIGHTING MAINT MATHAI,1
5/3/2008,S,57 St (7 Av),DEBRIS,0958 T/I JEFFERSON #435424: THERE IS EVIDENCE OF A DEBRIS FIRE ON TRACK A4 BY HOME SIGNAL 54. IT WAS EXTINGUISHED WITH WATER BY TSS. NO TRACK DAMAGE AND IS SAFE FOR SERVICE.,1
5/3/2008,S,34 St-Herald Sq (IND),DEBRIS,INSPECTED B1 TRACK FROM 1031+35 TO 1027+35 AND FOUND EVIDENCE OF WATER BEING USED AT COL #1029+35. NO TRACK DAMAGE. TRACK SAFE FOR SERVICE.,1
5/4/2008,N,Washingtn Hts-168 St(Brdwy),BANK OF LIGHTS - INCANDESCENT,NO FD RESPONDED. BANK OF LIGHTS WERE DISCONNECTED BY TSS PETERS. PER LIGHTING MAINTER MATHAI BANK OF LIGHTS WAS REMOVED,1
5/5/2008,N,Lexington Av / 53 St (IND),DEBRIS,"HATWOOD (TRO/NO #373440): EVIDENCE OF PAPER DEBRIS FIRE ON BOTH TRACKS D3 AND D4 AT SURVEY MARKER 1157+50, NO DAMAGE TO 3RD RAIL EQUIPMENT. FIRE DEPT PERSONNEL ON THE SCENE EXTINGUISHED THE FIRE, IT SEEMED WATER WAS USED TO EXTINGUISHED IT.
 ERT ROSSITTO",1
5/6/2008,I,Court St-Borough Hall ,DEBRIS,Debris on Roadbed,1
5/6/2008,S,33 St (Queens Blvd),DEBRIS,"RTO-HUGHES: TRAIN/OP ON THE 1158 '7' O/O MAIN REPORTS A 12-2 ON TK-M, S/O THE STATION. TSS ON THE SCENE IS IN THE PROCESS OF EXTINGUISHING THIS TRACK FIRE. ANOTHER TSS IS RESPONDING.
1231 RTO-HUGHES: TSS HERNANDEZ EXTINGUISHED A SMALL DEBRIS FIRE ON TK-M",1
5/6/2008,S,Court Sq (IRT),SLATTING/WALKWAY,"THE FIRE WAS 200 FT N/O SIG 1301. A GUARD TIMBER,  TIE, 3RD RAIL PROTECTION BOARD  AND A WOOD SLATTING GOT SCORCHED. THE FIRE WAS EXTINGUISHED WITH CHEMICAL BY TSS ISLAM AND WATER BY FD. A 3RD RAIL NOSING IS ARCING IN THE AREA WHICH CAUSED THE FIRE. MOW U",1
5/7/2008,I,Sheepshead Bay,VEGETATION," BRUSH FIRE PUT OUT BY FD 30 WITH WATER AT N/E OF STATION ON A2 TRACK BY SIGNAL 701, NO 3RD RAIL DAMAGE, EQUIPMENT SAFE FOR SERVICE.",1
5/7/2008,N,125 St (IND St. Nicholas Av),DEBRIS,"1230 ERT LUNDY #541030  ON A6 TRACK AT COL #1309+10 -A  FIRE IN THE CROSSING AREA WAS PUT OUT BY TSS PERSONEL.  NO DAMAGE WAS FOUND,TRACK IS NOW SAFE FOR SERVICE.
1328 M/S BAKER 035175 (S1): THE REPORTED FIRE HAD NO AFFECT TO SIGNAL EQUIPMENT.
",1
5/7/2008,I,Kings Hwy (E16 St),DEBRIS,Debris on Roadbed,1
5/7/2008,N,Beach 44 St,DEBRIS,"1546 M/S2 GONZALEZ (TK #325499):  ARCING FROM THE 3RD RAIL END APPROACH AT SURVEY MARKER F4-853+60 IGNITED PAPER DEBRIS ON THE TRACK N/O THE STATION THAT CAUSED THE FIRE. FIRE DEPT PERSONNEL ON THE SCENE USED WATER TO EXTINGUISHED THE FIRE, NO TRACK DAMAG",1
5/7/2008,S,Kings Hwy (E16 St),DEBRIS,"RTO-B1: THE TRAIN OPERATOR ON THE 1445 ""B"" O/O 145 TH REPORTED FIRE DEPT PERSONNEL ON THE SCENE REQUIRING A TAXI FOR A FIRE S/O THE STATION.. THE 1445 IS BEING DISCHARGED AS THE TAXI. HOLDING BACK WITH SERVICE AT THIS TIME. FIRE DEPT PERSONNEL RESPONDED.
",1
5/7/2008,N,207 St Yard,DEBRIS,Debris ,1
5/9/2008,I,86 St (IRT Lexington Av),DEBRIS,FOUND THAT AN UMBRELLA BRIDGED THE BRACKET AND THE 3RD RAIL AT COL #129+17 ON TRACK 2 CAUSING A SLIGHT SCORCH MARK TO THE THIRD RAIL. THIRD RAIL EQUIPMENT IS SAFE FOR SERVICE. TRACK IS SAFE FOR SERVICE.,1
5/12/2008,N,6 Av,ELECTRICAL WIRE,PER LIGHTING MAINTAINER MATHAI POWER WAS REMOVED AND TRACK BOX WAS REMOVED BY POWER DEPT,1
5/13/2008,S,Queensboro Plaza,TIE,"1434 TK/INSP. MORALES, 621138: ROTTED 3rd RAIL TIE ON WEST FREE SHOE SIDE 50' S/O SIGNAL 1631 NEAR STREET COL. 80 S/E OF THE STATION C2-TRACK.   CAUSE OF FIRE IS SOMEONE SMOKING A CIGARETTE.  TSS SULLIVAN EXTINGUISHED FIRE WITH FIRE EXINGUISHER.  TRACK SA",1
5/13/2008,I,52 St,DEBRIS,"1652 M/S WELLS (TK) PASS 949241 THERE WAS A INSULATOR SHIM ON FIRE,  PUT OUT WITH WATER BY FD, 15 FEET N/O THE 8 CAR MARKER, ON C2 TRACK. NO TRACK DAMAGE, TRACK SAFE.
2100 MOW UPDATED M/S 2 ANISOWICZ (TRO) WHO STATED HE WILL SEND TEAM ON THE 8AM TO 4PM T",1
5/13/2008,S,Carroll St,DEBRIS,RTO T.S.S. SAUNDERS PUT OUT A SMALL TRACK FIRE ON B2 TRACK 3 FEET S/O B2 729.1835 T/I SPINOSA#848453(TRK):INSPECTED TRACK FROM 732+00 TO 726+00  NO DAMAGE TO TRACK. TRACK IS SAFE FOR SERVICE.,1
5/13/2008,I,Tremont Av,DEBRIS,"STATION BOOTH N 213 REPORTS A TRACK FIRE ON THE EXPRESS TRACK, MIDDLE OF THE STATION. ",1
5/13/2008,S,174 St (IRT Southern Blvd),TIE,TRAIN OPERATOR ON THE 1701 # 5 O/O UTICA AVE REPORTS A CROSS TIE BURNING IN THE STATION ,1
5/14/2008,N,Broad Channel,DEBRIS,"1204 TK/INSP ZUMPANO (TK), #999520 : BURNT PIECE OF WOOD WAS FOUND ON TRACK F4, AT THE N/E OF THE STATION, 10 FT N/O SIGNAL 707, THAT WAS EXTINGUISHED BY THIRD RAIL PERSONNEL BEFORE ARRIVAL. NO TRACK DAMAGE, TRACK IS SAFE FOR SERVICE. MOW UPDATED RTO.",1
5/14/2008,S,Junction Blvd,TIE,1420 T/I JOHNSON #439033: F/D 138 PUT OUT THE TRACK TIE FIRE WITH WATER AT COLUMN 450. TRACK IS SAFE FOR SERVICE.,1
5/14/2008,S,Parkchester,TIE,"TSS REYNOLDS REPORTED A TRACK FIRE ON TK-3 S/E OF THE STATION NEAR SIGNAL 5113 WHICH WAS PUT OUT BY HIM USING AN EXTINGUISHER.
1649 ERT RIVERA #750751 (TK): TSS ALI EXT.ONE BURNT ROTTEN TIE WITH CHEMICAL, 30 FT S/O OF SIGNAL 5113. TK SAFE FOR SERVICE, OF",1
5/14/2008,I,30 Av,TIE,"1920 M/S WELLS #949241 (TK): FIRE DEPT EXT. SLIGHTLY SCORCH TIE WITH WATER, 80 FT S/O OF SIGNAL G4 216. TK SAFE FOR SERVICE,  NO OTHER TK DAMAGE. MOW NOTIFIED RTO.",1
5/14/2008,I,104 St (Liberty Av),TIE,"1931 ERT ROBINSON #753966 (TK):1 FIRE DEPT EXT. SLIGHTLY SCORCH TIE WITH WATER, 120 FT S/O OF SIGNAL K4 551. TK SAFE FOR SERVICE,  NO OTHER TK DAMAGE. MOW NOTIFIED RTO.",1
5/14/2008,S,Jackson Hts-Roosevelt Av,DEBRIS,"2210 M/S WELLS 949241 (TK): THERE  WAS DEBRIS BURNING BETWEEN THE RUNNING RAIL AND THE GUARD RAIL AT D1-1403+50 AND 1403+30. TSS DELGADO PUT IT OUT WITH WATER. THERE WAS NO TRACK DAMAGE, TRACK IS SAFE FOR SERVICE. MOW NOTIFIED PDM WELLS (TRO)",1
5/14/2008,S,W 4 St (IND Wash Sq),DEBRIS,Debris,1
5/15/2008,N,W 4 St (IND Wash Sq),DEBRIS,"1318 MS MINOR ( PK-PL ): AN UMBRELLA  WAS FOUND TOUCHING THE THIRD RAIL CAUSING A  BLOWN  OUT FUSE BETWEEN COL # 976+00 AND COL #976+20 .TRACK CIRCUIT IS AT A-2 TRACK.   SGL/MTRS ARE IN THE PROCESS OF CHANGING BLOWN FUSE IN THE BOX .
1428 SGL M/S MATEO: ",1
5/16/2008,N,69 St,TIE,"0251 PDM BETANCOURT (TRO/N, PASS # 067083): TIE BURNED AT COLUMN 319+00 ON TRACK C2, NO DAMAGE TO 3RD RAIL EQUIPMENT.
0417 TRACK INSPECTOR LAGALLO-497519: 25 FEET S/O SIGNAL C2-3033C THE FIBER WALK HAS 1 FOOT DIAMETER SCORCH MARK AND A BURNED ROTTED TIE.",1
5/16/2008,S,Bedford Pk Blvd (IND Grnd Con),DEBRIS,0922 T/I MALONE #553485: THERE IS EVIDENCE OF DEBRIE TRACK FIRE ON TRACK 2 UNDER THE THIRD RAIL AT COLUMN 1617+00. RTO PERSONNEL EXTINGUISHED WITH A PORTABLE FIRE EXTINGUISHER. THERE IS NO TRACK DEFECTS AND TRACK IS SAFE FOR SERVICE.,1
5/17/2008,I,3 Av-138 St,DEBRIS,INPECTED AND FOUND A SLIGHT SCORCH MARK ON THE THIRD RAIL AT COL #280+48. THIRD RAIL EQUIPMENT AND TRACK IS SAFE FOR SERVICE.,1
5/17/2008,I,Queensboro Plaza,DEBRIS,FOUND EVIDENCE OF A PAPER DEBRIS FIRE IN A BASKET AT THE NORTH END OF THE STATION ON C2 TRACK BY THE 11 CAR MARKER. NO TRACK DAMAGE. TRACK IS SAFE FOR SERVICE.,1
5/19/2008,S,59 St (BMT Brooklyn),DEBRIS,"RTO TRAIN OPERATOR ON THE 1713 'R' O/O 95 ST REPORTS IN THE WIDE AREA ON F2 TRACK, THERE IS A SMOKE CONDITION, NEAR EXIT # 158. 
MOW TRACK AND 3RD RAIL PERSONNEL CONCLUDED EVIDENCE OF THE FIRE IN THE WIDE AREA, NO DAMAGE TO EQUIPMENT, UNKNOWN HOW IT STAR",1
5/20/2008,N,169 St,DEBRIS,"0641 TRACK INSPECTOR BUTLER-121694: FIRE DEPARTMENT EXTINGUISHED A PAPER FIRE USING WATER AT COLUMN 1747+85; NO DAMAGE.
0742 PDM HOLLEY, 403669: THERE IS EVIDENCE OF A DEBRIS FIRE AT COLUMN 1748+40. THERE IS NO DAMAGE TO THIRD RAIL EQUIPMENT.WILL ADVISE ",1
5/21/2008,N,Jackson Hts-Roosevelt Av,DEBRIS,"DEBRIS FIRE NEAR 3rd RAIL EXTINGUISHED BY TSS WITH WATER.  NO TRACK DAMAGE.  SAFE FOR SERVICE.  POSSIBLE ARC FROM 3rd RAIL CAUSE FIRE, HARD TO TELL.  M/S DROST (TRO, 234978):  CHECKED FROM COL. 1412 TO 1417+20. NO SIGN OF FIRE FOUND.  3rd RAIL EQUIPMENT S",1
5/23/2008,N,135 St (IND St. Nicholas Av),TIE,"1633 MORENO (TK)#612535: EVIDENCE OF FIRE EXTINGUISHED WITH CHEMICAL.THREE SLIGHTLY SCORCHED TIES AT MARKER 1342+20, NOT IN NEED OF REPLACEMENT. TRACK IS SAFE FOR SERVICE, MOW UPDATED RTO.",1
5/23/2008,I,14-Union Sq. (IRT 4 Av),DEBRIS,"253 T/I ROTH # 765203: FD BAT # 6 EXTINGUISHED A DEBRIS FIRE AT 115+00 ON TRACK # 2, BETWEEN THE RUNNING RAIL AND THE PLATFORM.  TRACKS ARE SAFE FOR SERVICE. MOW UPDATED RTO.
1628 MOW CALLED PIKOVNIK (TRO/N) WHO STATED HE HAD NO RECORD OF THIS CALL. HE W",1
5/23/2008,S,Middle Village-Metropolitan Av,DEBRIS,1546 MTR AMATO 012521 (TK):UPON ARRIVAL THE NEWS PAPER FIRE AT COL #378  WAS ALREADY EXTINGUISHED WITH WATER BY PERSONNEL IN THE TOWER. THERE IS NO TRACK DAMAGE. MOW NOTIFIED RTO.,1
5/23/2008,N,135 St (IND St. Nicholas Av),TIE,"1633 MORENO (TK) #612535: FOUND EVIDENCE OF FIRE EXTINGUISHED WITH CHEMICAL. THREE SLIGHTLY SCORCHED TIES AT MARKER 1342+20, NOT IN NEED OF REPLACEMENT. TRACK IS SAFE FOR SERVICE, MOW UPDATED RTO.",1
5/23/2008,S,Cypress Hills,DEBRIS," M/S PRESHAD 694217 (TRO): A TSS EXTINGUISHED , WITH WATER, A DEBRIS FIRE IN A TRACK BASKET 200 FT SOUTH OF THE STATION ON J2 TK NEAR SIGNAL J2-468. AREA IS SAFE FOR SERVICE NO DAMAGE TO THE THIRD RAIL
 TK/INSP RIVERS(TK): FOUND EVIDENCE OF A DEBRIS FIRE",1
5/24/2008,S,46 St Broadway,LIGHTING TAP,sta maintaince secured area,1
5/24/2008,S,Kings Hwy (E16 St),DEBRIS,Debris on Roaded,1
5/25/2008,S,Woodside-61St,DEBRIS,"0317 M/S JOSEPH (TRO/N, PASS # 451312): THERE WERE EVIDENCE OF A SMALL PAPER FIRE BETWEEN RUNNING AND GUARD RAIL C1 TRACK BY SIGNAL 2784. UNKNOWN PERSON EXTINGUISHED FIRE USING AN EXTINGUISHER. NO DAMAGE TO EQUIPMENT TRACK IS SAFE FOR SERVICE. MOW NOTIFIE",1
5/25/2008,S,86 St (BMT W 7 St),DEBRIS,"0945 M/S-1 WATT (S2), #939402 : CORRECTION; THE SWITCH THAT HAD A PAPER DEBRIS FIRE UNDER IT'S RAILS, WAS SWITCH #177A BY HOME SIGNAL X192. THE SWITCH HEATERS WERE TURNED OFF AT THE TIME OF THE FIRE WHICH WAS EXTINGUISHED BY FDNY, NO SIGNAL EQUIPMENT DAMA",1
5/26/2008,S,Beach 67 St-Av By Sea,TIE,Tie,1
5/27/2008,N,Dyckman St (IND),INSULATOR,"ARCING INSULATOR, FIRE DEPT RESPONDED USED A FIRE EXT. ON FIRE. TRO PERSONNEL SWEPT DEBRIS IN THE AREA AND REPLACED THE INSULATOR",1
5/27/2008,I,74 St-Broadway,TIE,"1122 ERT JOHNSON, 439033: F/D HAS EXTINGUISHED WITH WATER A TIE FIRE AT THE S/E OF THE STATION AT COLUMN # 334. TRACK IS SAFE FOR SERVICE.",1
5/27/2008,I,Jamaica Vn Wyck,DEBRIS,"FIRE IN PAPER CATCHER FIRE OUT, NO DAMAGE TO TK.",1
5/28/2008,S,Euclid Av,DEBRIS,"0950 ERT SUMMERVILLE,842748: AN RCI HAS EXTINGUISHED A DEBRIS FIRE ON A3 TRACK AT COLUMN 426+35 SOUTH OF THE STATION WITH WATER. THERE IS NO DAMAGE. TRACK IS SAFE FOR SERVICE.",1
5/28/2008,S,Flushing Main St,DEBRIS,1452 T/I HARBOUR (T1): ON ARRIVAL OBSERVED A PAPER DEBRIS FIRE EXTINGUISHED WITH WATER ON TK-M BY AN RCI AT CL 48+30 THIS IS S/STATION. NO TRACK DAMAGE TRACK SAFE FOR SERVICE,1
5/28/2008,S,145 St (IND St. Nicholas Av),DEBRIS,"2012 PDM JOSEPH 451237 (TRO): FD EXTINGUISHED 3 TRACK FIRES AT C1-1349+50, BETWEEN C1-C3/4 AT 1348+00 AND 1348+40 WITH CHEMICAL NO 3RD RAIL DAMAGE, 3RD RAIL SAFE FOR SERVICE
2005 M/S WALLS  931680 (TK): THERE WERE SEVERAL SMALL FIRES S/O THE STATION IN 4",1
5/29/2008,S,Boro Hall (Lex. Av lines),DEBRIS,"A NEWSPAPER WAS ON FIRE ON TK-3 AT CL 122+50 AND WAS EXTINGUISHED WITH CHEMICAL BY AN UNKNOWN PERSON, TRACK AND THIRD RAIL ARE SAFE FOR SERVICE. ",1
5/29/2008,N,Smith-9 Sts,TIE,"2042 M/S-1 LYNN (T6, PASS # 543710): SMOULDERING TIE AT COLUMN 720+15 ON B2 TRACK EXTINGUISHED WITH WATER. TIE SLIGHTLY SCORCHED. NO AFFECT TO THIRD RAIL EQUIPMENT. TRACK SAFE FOR SERVICE. MOW NOTIFIED RTO.
2202 M/S-2 COFIELD (TRO/S) CALLED AND WAS UPDAT",1
5/29/2008,N,88 St-Liberty Av,TIE,"2100 T/I ROBINSON (T6, ERT, PASS # 753966): INSPECTED AND FOUND EVIDENCE OF A FIRE ON AN 8' 6"" TIE BY SIGNAL 506 ON K4 TRACK THAT WAS PUT OUT WITH WATER. TIE WAS SLIGHTLY SCORCHED ON THE END. TRACK IS SAFE FOR SERVICE. ",1
5/30/2008,S,Cortelyou Rd,DEBRIS,"T/I MASSIE 565685 (TK): FOUND EVIDENCE OF EXTINGUISHED FIRE AT SIGNAL A1-509.  NO DAMAGE TO TRACKS, SAFE FOR SERVICE.",1
5/30/2008,N,Coney Island-Stillwell Av,TIE,"RTO-B1 GLENN: ABOUT 1000 FEET N/O STATION THE 0620 'Q' STL/577 REPORTED SMOKE COMING FROM A4 TRACK; SEQUENCE 4 ASSIGNED; BROOKLYN 261 NOTIFIED.
0630 RTO-B1 TELEKI: SMOKE ON A4 TRACK ISSUING FROM VICINITY 973A; MOW UPDATED G/SUPT. SOHAN (S2/S5).
0628 M/S",1
5/30/2008,N,Ozone Pk-Lefferts Blvd,TIE,"RTO-B2: THE TRAIN OPERATOR OF THE 0706 'A' O/O 207 REPORTS A TRACK FIRE ENTERING THE STATION NEAR HOME SIGNAL X68. AT THIS TIME THE TRAIN IS IN THE STATION. RTO PERSONNEL ON THE SCENE ARE INVESTIGATING.
0835 RTO -B2 :  APPEARS TO BE A TIE FIRE AT K3 -582",1
5/30/2008,I,74 St-Broadway,TIE,"RTO B1 : SUPT ROMAN IS REPORTING A TRACK FIRE AT THE S/E OF THE STATION ON C2 TRACK. SEQUENCE # 9 ISSUED. TRACK IS SAFE FOR TRAINS TO PASS.
1041 RTO B1 : DUE TO THE FIRE. TRAINS WILL BE REROUTED FROM 74TH ST TO WILLETS PT ON THE EXPRESS TRACK. 
1048 RTO",1
5/30/2008,I,Queensboro Plaza,DEBRIS,"STATION: BOOTH R509, CUSTOMERS ARE REPORTING A TRACK FIRE ON THE N/B TRACK.
1244 RTO-B1: A TSS AND TRACK PERSONNEL ARE EXTINGUISHING A DEBRIS FIRE IN THE STATION ON C2 TRACK.
1246 RTO-B1: DUE TO THE REPORTED FIRE  F/D  710 WAS NOTIFIED AND SEQUENCE 11 W",1
5/31/2008,I,40 St,DEBRIS,1300 T/I MORALES (T-1) #621138: INSPECTED THE TRACK AND THERE WAS RUBBISH TRACK FIRE AT THE S/E OF THE STATION 160 FT FROM SIGNAL 2184 ON C1 TRACK. THERE IS NO DAMAGE TO THE TRACK AND IS SAFE FOR SERVICE.,1
5/31/2008,N,Grand Central (Upper Level),BANK OF LIGHTS - INCANDESCENT,Bank of lights,1
6/1/2008,I,Washingtn Hts-168 St(Brdwy),BANK OF LIGHTS - INCANDESCENT,BAT 13 RESPONDED TO REPORT OF A BANK OF LIGHTS ON FIRE.,1
6/1/2008,I,Bowling Green,DEBRIS,"1354 GERAGHTY (ERT): , #311962, EVIDENCE OF A FIRE, WATER ON N/B ROADBED,  ABOUT 10' N/O SIGNAL #281 IN THE AREA OF THE CONDUCTOR'S POSITION. THERE IS NO DAMAGE TO TRACK. N/B TRACK IS SAFE FOR SERVICE. AS PER TSS ON THE SCENE THERE WAS SOMETHING SMOLDERIN",1
6/1/2008,N,207 St Yard,TIE,"1934 M/S GONZALEZ (TK) #327757: 3 TIES BURNT OUT ON CROSSOVER OF SWITCH 97, TAKING TRACKS 54 THRU 58 OUT OF SERVICE DUE TO UNSUPPORTED SWITCH FROG. REQUESTED SIGNAL PERSONNEL TO SECURE SWITCH 97. FIRE WAS PUT OUT BY FD WITH WATER.
1944 MOW NOTIFIED M/S M",2
6/2/2008,N,59 St-Columbus Cir (IND),DEBRIS,"1053 T/I SMITH (TK) PASS # 835223 : INSPECTED AREA OF  COL #1130+50 ON TRACK A1 AND FOUND NO EVIDENCE OF FIRE, REPORT UNFOUNDED.
1120 PDM RODRIGUEZ (TRO) CALLED HE IS ON LOCATION AND WILL UPDATE MOW.
1155 SUPT. LOGAN (TRO) #532102 : CLEANED UP FROM  MIN",1
6/2/2008,N,Forest Hills-71 Av,DEBRIS,Debris,1
6/5/2008,N,Lorimer St (Metropolitan Av),INSULATOR,REPLACED 7 FIBERGLASS INSULATORS THAT WERE ARCING BETWEEN COL #172+00 TO 174+00 ON Q2 TRACK AND LEFT THIRD RAIL EQUIPMENT AND TRACK IS SAFE FOR SERVICE. ,2
6/5/2008,I,5 Av-Bryant Park,DEBRIS,"1331 JEFFERSON (ERT) ALSO REPORTS AT CAR MARKER #9   COLUMN 18+00 BETWEEN RUN RAIL ANDGUARD RAIL
PAPER DEBRI FIRE WAS EXTINGUISHED BY RCI ON THE SCENE WITH WATER AND TRACK IS SAFE FOR SSERVICE.",1
6/6/2008,S,Prospect Park,EQUIPMENT,THE BOX FOR SWITCH 385A GOT SINGED. LOCATION IS A4-440+00. UNKNOWN WHAT WAS BURNING THERE AND WHAT  WAS USED TO EXTINGUISH IT. NO DAMAGE TO TRACK OR SIGNAL EQUIPMENT. TRACK IS SAFE FOR SERVICE. ,1
6/7/2008,S,239 St Yard,TIE,"RTO ""A"" :THE  TRAIN OPPERATOR # 5 O/O FL/BUSH .REPORTS A TRACK FIRE AT TRACK LEAD- A .BX F/D 185 LADDER CO  
 # 39 WAS NOTIFIED,SEQUENCE # 2 WAS GIVEN.
1154 RTO ""A"" : F/D LADDER 39 IS ON THE SCENE AND  REPORTS A GUARD TIMBER WAS ON FIRE AT TRACK # 4.
1",1
6/7/2008,I,Bergen St (IND Smith St),BANK OF LIGHTS - INCANDESCENT,Bank of Lights,1
6/8/2008,N,30 Av,SLATTING/WALKWAY, A SECTION OF SLATTING ABOUT THREE CAR LENGTHS FROM FRONT OF TRAIN WAS BURNT ON S/B TRACK;,1
6/8/2008,S,57 St (7 Av),DEBRIS,Debris,1
6/8/2008,N,50 St (BMT New Utrecht Av),TIE,"1522 T/I CARRASCO #135667: THE FIRE WAS ON A ROTTED TIE SCHEDULED FOR REPLACEMENT ON D1-TRACK (EAST RAIL) AT SURVEY MARKER 555 +00, WAS TOLD THAT IT WAS EXTINGUISHED BY FD WITH WATER. TRACK IS SAFE FOR SERVICE.
1521 MOW UPDATED M/S CANGROO (TRO).",1
6/8/2008,N,Canal St (BMT Broadway),INSULATOR,"1737 M/S MORINGLAN (TK) #623556: INSPECTED THE AREA AND FOUND BURNT 3RD RAIL INSULATOR AT COL.187+45 ON TRACK H1. THIS IS FIBER GLASS TYPE INSULATOR. NO TRACK DEFECTS. THE TRACK IS SAFE FOR SERVICE, TRO PERSONNEL ARE ON SITE.
1908 RTO B-1: POWER WAS REMO",1
6/8/2008,N,Lexington Av / 59 St (BMT),INSULATOR,ARCING INSULATOR REMOVED BY F/D ONCE POWER WAS REMOVED.,2
6/8/2008,N,135 St (IRT Lenox Av),BANK OF LIGHTS - INCANDESCENT,"T/I BRAY 922397 (TK): FOUND EXTINGUISHED BANK OF LIGHT AT COL 150+50 TRACK-3. NO DAMAGE TO TRACKS, SAFE FOR SERVICE.",1
6/8/2008,S,7 Av (53 St),INSULATOR,"M/S CAMP 127560 (TRO/N): REMOVED 7 FIBERGLASS INSULATORS, REPLACED WITH 7 PORCELAIN INSULATORS. SAFE FOR SERVICE.",1
6/9/2008,S,5 Av / 53 St,INSULATOR,Insulator,2
6/9/2008,I,Sutphin Blvd/Archer Av/JFK,ELECTRICAL WIRE,Electrical wire,1
6/9/2008,I,Brighton Beach,DEBRIS,DEBRIS FIRE EXTINGUISHED BY TRK PERSONNEL WITH WATER AREA SAFE,1
6/9/2008,N,36 St (Northern Blvd),DEBRIS,Debris,1
6/9/2008,N,Atlantic Av-Pacifc St,INSULATOR,"STATION: BOOTH C9 REPORTED TRACK FIRE.
 RTO-B1: THERE IS SMALL TRACK FIRE ON F3 TRACK. SEQ.7 ASSIGNED. FD  180 NOTIFIED
 M/S DIXON (TK) #223764: THERE WAS AN INSULATOR FIRE ON F3 TRACK N/O STATION  AT COL.333+50. FIRE WAS EXTINGUISHED BY MYSELF USING WA",1
6/9/2008,I,85 St-Forest Pkwy,BANK OF LIGHTS - INCANDESCENT,Bank of Lights,2
